Borough,2010 Census FIPS County Code,2010 DCP Borough Code,2010 Census Tract,"Total Occupied Housing Units",census_fips
Queens,81,4,144100,"1,180",81144100
Queens,81,4,144700,948,81144700
Queens,81,4,145101,465,81145101
Queens,81,4,145102,778,81145102
Queens,81,4,145900,942,81145900
Queens,81,4,146300,987,81146300
Queens,81,4,146700,"1,266",81146700
Queens,81,4,147100,"1,310",81147100
Queens,81,4,147900,"1,690",81147900
Queens,81,4,148300,"1,023",81148300
Queens,81,4,150701,"1,061",81150701
Queens,81,4,150702,"1,205",81150702
Queens,81,4,152901,"2,528",81152901
Queens,81,4,152902,"2,182",81152902
Queens,81,4,155101,"1,362",81155101
Queens,81,4,155102,"3,405",81155102
Queens,81,4,156700,265,81156700
Queens,81,4,157101,"2,452",81157101
Queens,81,4,157102,576,81157102
Queens,81,4,157901,"1,733",81157901
Queens,81,4,157902,"1,107",81157902
Queens,81,4,157903,"1,330",81157903
Queens,81,4,161700,"1,468",81161700
Queens,81,4,162100,"1,966",81162100
Queens,81,4,990100,0,81990100
Staten Island,85,5,300,936,85000300
Staten Island,85,5,600,"1,236",85000600
Staten Island,85,5,700,"2,129",85000700
Staten Island,85,5,800,"1,877",85000800
Staten Island,85,5,900,788,85000900
Staten Island,85,5,1100,"1,271",85001100
Staten Island,85,5,1700,600,85001700
Staten Island,85,5,1800,214,85001800
Staten Island,85,5,2001,"1,031",85002001
Staten Island,85,5,2002,"1,207",85002002
Staten Island,85,5,2100,"1,371",85002100
Staten Island,85,5,2700,465,85002700
Staten Island,85,5,2900,"1,578",85002900
Staten Island,85,5,3300,"1,347",85003300
Staten Island,85,5,3600,818,85003600
Staten Island,85,5,3900,950,85003900
Staten Island,85,5,4000,"4,375",85004000
Staten Island,85,5,4700,"1,145",85004700
Staten Island,85,5,5000,"1,458",85005000
Staten Island,85,5,5900,"1,134",85005900
Staten Island,85,5,6400,"1,255",85006400
Staten Island,85,5,6700,"1,113",85006700
Staten Island,85,5,7000,"2,768",85007000
Staten Island,85,5,7400,"1,702",85007400
Staten Island,85,5,7500,"1,119",85007500
Staten Island,85,5,7700,468,85007700
Staten Island,85,5,8100,"1,699",85008100
Staten Island,85,5,8900,0,85008900
Staten Island,85,5,9601,"1,527",85009601
Staten Island,85,5,9602,"1,349",85009602
Staten Island,85,5,9700,"1,315",85009700
Staten Island,85,5,10500,"1,735",85010500
Staten Island,85,5,11201,"2,072",85011201
Staten Island,85,5,11202,"2,274",85011202
Staten Island,85,5,11401,"1,318",85011401
Staten Island,85,5,11402,"1,325",85011402
Staten Island,85,5,12100,"1,141",85012100
Staten Island,85,5,12200,"1,439",85012200
Staten Island,85,5,12500,945,85012500
Staten Island,85,5,12804,"1,522",85012804
Staten Island,85,5,12805,"1,091",85012805
Staten Island,85,5,12806,"2,455",85012806
Staten Island,85,5,13201,578,85013201
Staten Island,85,5,13203,"2,039",85013203
Staten Island,85,5,13204,"1,834",85013204
Staten Island,85,5,13301,587,85013301
Staten Island,85,5,13302,968,85013302
Staten Island,85,5,13400,"1,537",85013400
Staten Island,85,5,13800,"2,355",85013800
Staten Island,85,5,14100,920,85014100
Staten Island,85,5,14604,"2,473",85014604
Staten Island,85,5,14605,"1,347",85014605
Staten Island,85,5,14606,"2,314",85014606
Staten Island,85,5,14607,"1,619",85014607
Staten Island,85,5,14608,"1,226",85014608
Staten Island,85,5,14700,"1,416",85014700
Staten Island,85,5,15100,"1,998",85015100
Staten Island,85,5,15400,0,85015400
Staten Island,85,5,15601,"2,389",85015601
Staten Island,85,5,15602,"1,158",85015602
Staten Island,85,5,15603,"1,604",85015603
Staten Island,85,5,16901,"1,093",85016901
Staten Island,85,5,17005,"1,624",85017005
Staten Island,85,5,17007,"1,660",85017007
Staten Island,85,5,17008,"2,590",85017008
Staten Island,85,5,17009,"1,556",85017009
Staten Island,85,5,17010,"2,987",85017010
Staten Island,85,5,17011,"1,728",85017011
Staten Island,85,5,17012,"1,615",85017012
Staten Island,85,5,17300,941,85017300
Staten Island,85,5,17600,"1,649",85017600
Staten Island,85,5,17700,"2,414",85017700
Staten Island,85,5,18100,"1,019",85018100
Staten Island,85,5,18701,635,85018701
Staten Island,85,5,18702,"2,249",85018702
Staten Island,85,5,18901,"2,001",85018901
Staten Island,85,5,18902,"1,682",85018902
Staten Island,85,5,19700,702,85019700
Staten Island,85,5,19800,"2,136",85019800
Staten Island,85,5,20100,"1,214",85020100
Staten Island,85,5,20700,"1,837",85020700
Staten Island,85,5,20801,"3,150",85020801
Staten Island,85,5,20803,"2,192",85020803
Staten Island,85,5,20804,"1,927",85020804
Staten Island,85,5,21300,"1,584",85021300
Staten Island,85,5,22300,845,85022300
Staten Island,85,5,22600,"2,627",85022600
Staten Island,85,5,22800,32,85022800
Staten Island,85,5,23100,"1,429",85023100
Staten Island,85,5,23900,"1,008",85023900
Staten Island,85,5,24401,"2,005",85024401
Staten Island,85,5,24402,"1,530",85024402
Staten Island,85,5,24700,948,85024700
Staten Island,85,5,24800,"1,634",85024800
Staten Island,85,5,25100,"2,103",85025100
Staten Island,85,5,27301,"1,489",85027301
Staten Island,85,5,27302,"1,205",85027302
Staten Island,85,5,27702,"2,847",85027702
Staten Island,85,5,27704,"1,406",85027704
Staten Island,85,5,27705,"1,810",85027705
Staten Island,85,5,27706,"1,092",85027706
Staten Island,85,5,27900,696,85027900
Staten Island,85,5,29102,980,85029102
Staten Island,85,5,29103,"2,653",85029103
Staten Island,85,5,29104,"2,290",85029104
Staten Island,85,5,30301,"1,749",85030301
Staten Island,85,5,30302,"1,939",85030302
Staten Island,85,5,31901,"1,061",85031901
Staten Island,85,5,31902,"1,581",85031902
Staten Island,85,5,32300,448,85032300
Staten Island,85,5,990100,0,85990100
